Total of planted triclusters: 6
Number of planted numeric triclusters: 2
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 11.208333333333332%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (277, 5, 2), X=[0,3,6,9,15,17,22,24,36,42,50,58,66,67,75,78,94,101,118,119,124,131,132,133,134,135,137,138,139,143,145,151,153,154,157,158,167,178,185,191,192,193,195,200,202,220,239,246,247,249,255,264,284,296,299,315,319,322,328,333,337,340,341,355,356,359,365,366,369,377,390,392,395,397,405,406,408,410,415,433,437,440,443,448,450,455,463,465,468,469,474,475,477,483,484,488,514,517,519,520,521,522,524,527,529,531,553,557,561,571,572,580,582,586,598,599,601,602,608,612,613,623,624,629,634,638,642,647,648,657,675,679,681,705,718,722,729,731,732,735,739,747,749,757,763,777,789,792,807,816,830,838,839,840,841,843,848,849,850,854,856,866,868,871,876,902,917,934,935,944,949,953,962,964,965,977,979,982,984,985,997,1003,1008,1014,1018,1024,1030,1037,1046,1060,1064,1066,1078,1091,1093,1097,1098,1108,1119,1123,1127,1129,1134,1137,1138,1144,1149,1151,1160,1163,1164,1169,1170,1180,1182,1186,1187,1199,1200,1203,1206,1209,1214,1215,1221,1223,1224,1230,1233,1238,1255,1259,1261,1263,1264,1279,1280,1281,1284,1287,1288,1289,1294,1301,1303,1308,1314,1317,1322,1325,1335,1350,1360,1361,1376,1378,1380,1386,1407,1413,1421,1426,1429,1442,1446,1456,1459,1462,1467,1470,1477,1482,1483,1484,1488,1493,1497], Y=[0,2,4,5,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y2	y4	y5	y6	
x1217	b	c	a	b	c	
x1220	b	c	a	b	c	
x1233	b	c	a	b	c	
x1239	b	c	a	b	c	
x1241	b	c	a	b	c	
x1242	b	c	a	b	c	
x1255	b	c	a	b	c	
x1264	b	c	a	b	c	
x1265	b	c	a	b	c	
x1266	b	c	a	b	c	
x1268	b	c	a	b	c	
x1275	b	c	a	b	c	
x1276	b	c	a	b	c	
x1287	b	c	a	b	c	
x1289	b	c	a	b	c	
x1297	b	c	a	b	c	
x1299	b	c	a	b	c	
x1302	b	c	a	b	c	
x1309	b	c	a	b	c	
x1315	b	c	a	b	c	
x1316	b	c	a	b	c	
x1322	b	c	a	b	c	
x1324	b	c	a	b	c	
x1344	b	c	a	b	c	
x1348	b	c	a	b	c	
x1352	b	c	a	b	c	
x1353	b	c	a	b	c	
x1362	b	c	a	b	c	
x1363	b	c	a	b	c	
x1364	b	c	a	b	c	
x1366	b	c	a	b	c	
x1371	b	c	a	b	c	
x1372	b	c	a	b	c	
x1377	b	c	a	b	c	
x1384	b	c	a	b	c	
x1396	b	c	a	b	c	
x1412	b	c	a	b	c	
x1420	b	c	a	b	c	
x1424	b	c	a	b	c	
x1435	b	c	a	b	c	
x1441	b	c	a	b	c	
x1450	b	c	a	b	c	
x1455	b	c	a	b	c	
x1468	b	c	a	b	c	
x1479	b	c	a	b	c	
x1483	b	c	a	b	c	
x1498	b	c	a	b	c	


*** Mixed triclusters *** 

Tricluster #3
(206, 6, 2), X=[32,46,63,65,67,87,89,101,106,114,121,122,132,136,148,183,189,193,194,206,212,239,255,257,263,271,278,288,297,304,309,327,331,343,344,345,348,350,355,358,362,366,373,378,388,401,413,425,426,444,453,454,460,471,486,488,494,499,502,513,520,532,534,541,547,559,568,570,575,576,586,592,600,605,623,628,640,645,647,652,658,659,662,664,696,698,699,701,708,718,722,727,734,739,748,765,772,782,785,787,789,813,818,819,821,824,827,831,833,837,855,870,895,905,906,915,928,933,935,938,954,965,966,983,989,1002,1006,1016,1036,1048,1054,1058,1060,1062,1076,1078,1079,1088,1089,1110,1111,1125,1128,1130,1132,1139,1142,1149,1153,1157,1158,1165,1178,1190,1194,1196,1204,1208,1210,1216,1225,1253,1279,1286,1310,1314,1317,1320,1321,1326,1334,1339,1349,1355,1357,1361,1367,1370,1376,1379,1381,1386,1391,1399,1400,1404,1408,1419,1422,1433,1436,1443,1447,1458,1461,1465,1467,1473,1477,1478,1480,1482,1484,1490,1493,1496], Numeric Columns=[1,3,7,9], Symbolic Columns=[17,19], Z=[1,2],
Numeric Properties:  RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=3.98,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0,0,0], PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 1
X	y1	y3	y7	y9	y17	y19	
x32	0.68	0.68	0.68	0.68	b	b	
x46	0.68	0.68	0.68	0.68	b	b	
x63	0.68	0.68	0.68	0.68	b	b	
x65	0.68	0.68	0.68	0.68	b	b	
x67	0.68	0.68	0.68	0.68	b	b	
x87	0.68	0.68	0.68	0.68	b	b	
x89	0.68	0.68	0.68	0.68	b	b	
x101	0.68	0.68	0.68	0.68	b	b	
x106	0.68	0.68	0.68	0.68	b	b	
x114	0.68	0.68	0.68	0.68	b	b	
x121	0.68	0.68	0.68	0.68	b	b	
x122	0.68	0.68	0.68	0.68	b	b	
x132	0.68	0.68	0.68	0.68	b	b	
x136	0.68	0.68	0.68	0.68	b	b	
x148	0.68	0.68	0.68	0.68	b	b	
x183	0.68	0.68	0.68	0.68	b	b	
x189	0.68	0.68	0.68	0.68	b	b	
x193	0.68	0.68	0.68	0.68	b	b	
x194	0.68	0.68	0.68	0.68	b	b	
x206	0.68	0.68	0.68	0.68	b	b	
x212	0.68	0.68	0.68	0.68	b	b	
x239	0.68	0.68	0.68	0.68	b	b	
x255	0.68	0.68	0.68	0.68	b	b	
x257	0.68	0.68	0.68	0.68	b	b	
x263	0.68	0.68	0.68	0.68	b	b	
x271	0.68	0.68	0.68	0.68	b	b	
x278	0.68	0.68	0.68	0.68	b	b	
x288	0.68	0.68	0.68	0.68	b	b	
x297	0.68	0.68	0.68	0.68	b	b	
x304	0.68	0.68	0.68	0.68	b	b	
x309	0.68	0.68	0.68	0.68	b	b	
x327	0.68	0.68	0.68	0.68	b	b	
x331	0.68	0.68	0.68	0.68	b	b	
x343	0.68	0.68	0.68	0.68	b	b	
x344	0.68	0.68	0.68	0.68	b	b	
x345	0.68	0.68	0.68	0.68	b	b	
x348	0.68	0.68	0.68	0.68	b	b	
x350	0.68	0.68	0.68	0.68	b	b	
x355	0.68	0.68	0.68	0.68	b	b	
x358	0.68	0.68	0.68	0.68	b	b	
x362	0.68	0.68	0.68	0.68	b	b	
x366	0.68	0.68	0.68	0.68	b	b	
x373	0.68	0.68	0.68	0.68	b	b	
x378	0.68	0.68	0.68	0.68	b	b	
x388	0.68	0.68	0.68	0.68	b	b	
x401	0.68	0.68	0.68	0.68	b	b	
x413	0.68	0.68	0.68	0.68	b	b	
x425	0.68	0.68	0.68	0.68	b	b	
x426	0.68	0.68	0.68	0.68	b	b	
x444	0.68	0.68	0.68	0.68	b	b	
x453	0.68	0.68	0.68	0.68	b	b	
x454	0.68	0.68	0.68	0.68	b	b	
x460	0.68	0.68	0.68	0.68	b	b	
x471	0.68	0.68	0.68	0.68	b	b	
x486	0.68	0.68	0.68	0.68	b	b	
x488	0.68	0.68	0.68	0.68	b	b	
x494	0.68	0.68	0.68	0.68	b	b	
x499	0.68	0.68	0.68	0.68	b	b	
x502	0.68	0.68	0.68	0.68	b	b	
x513	0.68	0.68	0.68	0.68	b	b	
x520	0.68	0.68	0.68	0.68	b	b	
x532	0.68	0.68	0.68	0.68	b	b	
x534	0.68	0.68	0.68	0.68	b	b	
x541	0.68	0.68	0.68	0.68	b	b	
x547	0.68	0.68	0.68	0.68	b	b	
x559	0.68	0.68	0.68	0.68	b	b	
x568	0.68	0.68	0.68	0.68	b	b	
x570	0.68	0.68	0.68	0.68	b	b	
x575	0.68	0.68	0.68	0.68	b	b	
x576	0.68	0.68	0.68	0.68	b	b	
x586	0.68	0.68	0.68	0.68	b	b	
x592	0.68	0.68	0.68	0.68	b	b	
x600	0.68	0.68	0.68	0.68	b	b	
x605	0.68	0.68	0.68	0.68	b	b	
x623	0.68	0.68	0.68	0.68	b	b	
x628	0.68	0.68	0.68	0.68	b	b	
x640	0.68	0.68	0.68	0.68	b	b	
x645	0.68	0.68	0.68	0.68	b	b	
x647	0.68	0.68	0.68	0.68	b	b	
x652	0.68	0.68	0.68	0.68	b	b	
x658	0.68	0.68	0.68	0.68	b	b	
x659	0.68	0.68	0.68	0.68	b	b	
x662	0.68	0.68	0.68	0.68	b	b	
x664	0.68	0.68	0.68	0.68	b	b	
x696	0.68	0.68	0.68	0.68	b	b	
x698	0.68	0.68	0.68	0.68	b	b	
x699	0.68	0.68	0.68	0.68	b	b	
x701	0.68	0.68	0.68	0.68	b	b	
x708	0.68	0.68	0.68	0.68	b	b	
x718	0.68	0.68	0.68	0.68	b	b	
x722	0.68	0.68	0.68	0.68	b	b	
x727	0.68	0.68	0.68	0.68	b	b	
x734	0.68	0.68	0.68	0.68	b	b	
x739	0.68	0.68	0.68	0.68	b	b	
x748	0.68	0.68	0.68	0.68	b	b	
x765	0.68	0.68	0.68	0.68	b	b	
x772	0.68	0.68	0.68	0.68	b	b	
x782	0.68	0.68	0.68	0.68	b	b	
x785	0.68	0.68	0.68	0.68	b	b	
x787	0.68	0.68	0.68	0.68	b	b	
x789	0.68	0.68	0.68	0.68	b	b	
x813	0.68	0.68	0.68	0.68	b	b	
x818	0.68	0.68	0.68	0.68	b	b	
x819	0.68	0.68	0.68	0.68	b	b	
x821	0.68	0.68	0.68	0.68	b	b	
x824	0.68	0.68	0.68	0.68	b	b	
x827	0.68	0.68	0.68	0.68	b	b	
x831	0.68	0.68	0.68	0.68	b	b	
x833	0.68	0.68	0.68	0.68	b	b	
x837	0.68	0.68	0.68	0.68	b	b	
x855	0.68	0.68	0.68	0.68	b	b	
x870	0.68	0.68	0.68	0.68	b	b	
x895	0.68	0.68	0.68	0.68	b	b	
x905	0.68	0.68	0.68	0.68	b	b	
x906	0.68	0.68	0.68	0.68	b	b	
x915	0.68	0.68	0.68	0.68	b	b	
x928	0.68	0.68	0.68	0.68	b	b	
x933	0.68	0.68	0.68	0.68	b	b	
x935	0.68	0.68	0.68	0.68	b	b	
x938	0.68	0.68	0.68	0.68	b	b	
x954	0.68	0.68	0.68	0.68	b	b	
x965	0.68	0.68	0.68	0.68	b	b	
x966	0.68	0.68	0.68	0.68	b	b	
x983	0.68	0.68	0.68	0.68	b	b	
x989	0.68	0.68	0.68	0.68	b	b	
x1002	0.68	0.68	0.68	0.68	b	b	
x1006	0.68	0.68	0.68	0.68	b	b	
x1016	0.68	0.68	0.68	0.68	b	b	
x1036	0.68	0.68	0.68	0.68	b	b	
x1048	0.68	0.68	0.68	0.68	b	b	
x1054	0.68	0.68	0.68	0.68	b	b	
x1058	0.68	0.68	0.68	0.68	b	b	
x1060	0.68	0.68	0.68	0.68	b	b	
x1062	0.68	0.68	0.68	0.68	b	b	
x1076	0.68	0.68	0.68	0.68	b	b	
x1078	0.68	0.68	0.68	0.68	b	b	
x1079	0.68	0.68	0.68	0.68	b	b	
x1088	0.68	0.68	0.68	0.68	b	b	
x1089	0.68	0.68	0.68	0.68	b	b	
x1110	0.68	0.68	0.68	0.68	b	b	
x1111	0.68	0.68	0.68	0.68	b	b	
x1125	0.68	0.68	0.68	0.68	b	b	
x1128	0.68	0.68	0.68	0.68	b	b	
x1130	0.68	0.68	0.68	0.68	b	b	
x1132	0.68	0.68	0.68	0.68	b	b	
x1139	0.68	0.68	0.68	0.68	b	b	
x1142	0.68	0.68	0.68	0.68	b	b	
x1149	0.68	0.68	0.68	0.68	b	b	
x1153	0.68	0.68	0.68	0.68	b	b	
x1157	0.68	0.68	0.68	0.68	b	b	
x1158	0.68	0.68	0.68	0.68	b	b	
x1165	0.68	0.68	0.68	0.68	b	b	
x1178	0.68	0.68	0.68	0.68	b	b	
x1190	0.68	0.68	0.68	0.68	b	b	
x1194	0.68	0.68	0.68	0.68	b	b	
x1196	0.68	0.68	0.68	0.68	b	b	
x1204	0.68	0.68	0.68	0.68	b	b	
x1208	0.68	0.68	0.68	0.68	b	b	
x1210	0.68	0.68	0.68	0.68	b	b	
x1216	0.68	0.68	0.68	0.68	b	b	
x1225	0.68	0.68	0.68	0.68	b	b	
x1253	0.68	0.68	0.68	0.68	b	b	
x1279	0.68	0.68	0.68	0.68	b	b	
x1286	0.68	0.68	0.68	0.68	b	b	
x1310	0.68	0.68	0.68	0.68	b	b	
x1314	0.68	0.68	0.68	0.68	b	b	
x1317	0.68	0.68	0.68	0.68	b	b	
x1320	0.68	0.68	0.68	0.68	b	b	
x1321	0.68	0.68	0.68	0.68	b	b	
x1326	0.68	0.68	0.68	0.68	b	b	
x1334	0.68	0.68	0.68	0.68	b	b	
x1339	0.68	0.68	0.68	0.68	b	b	
x1349	0.68	0.68	0.68	0.68	b	b	
x1355	0.68	0.68	0.68	0.68	b	b	
x1357	0.68	0.68	0.68	0.68	b	b	
x1361	0.68	0.68	0.68	0.68	b	b	
x1367	0.68	0.68	0.68	0.68	b	b	
x1370	0.68	0.68	0.68	0.68	b	b	
x1376	0.68	0.68	0.68	0.68	b	b	
x1379	0.68	0.68	0.68	0.68	b	b	
x1381	0.68	0.68	0.68	0.68	b	b	
x1386	0.68	0.68	0.68	0.68	b	b	
x1391	0.68	0.68	0.68	0.68	b	b	
x1399	0.68	0.68	0.68	0.68	b	b	
x1400	0.68	0.68	0.68	0.68	b	b	
x1404	0.68	0.68	0.68	0.68	b	b	
x1408	0.68	0.68	0.68	0.68	b	b	
x1419	0.68	0.68	0.68	0.68	b	b	
x1422	0.68	0.68	0.68	0.68	b	b	
x1433	0.68	0.68	0.68	0.68	b	b	
x1436	0.68	0.68	0.68	0.68	b	b	
x1443	0.68	0.68	0.68	0.68	b	b	
x1447	0.68	0.68	0.68	0.68	b	b	
x1458	0.68	0.68	0.68	0.68	b	b	
x1461	0.68	0.68	0.68	0.68	b	b	
x1465	0.68	0.68	0.68	0.68	b	b	
x1467	0.68	0.68	0.68	0.68	b	b	
x1473	0.68	0.68	0.68	0.68	b	b	
x1477	0.68	0.68	0.68	0.68	b	b	
x1478	0.68	0.68	0.68	0.68	b	b	
x1480	0.68	0.68	0.68	0.68	b	b	
x1482	0.68	0.68	0.68	0.68	b	b	
x1484	0.68	0.68	0.68	0.68	b	b	
x1490	0.68	0.68	0.68	0.68	b	b	
x1493	0.68	0.68	0.68	0.68	b	b	
x1496	0.68	0.68	0.68	0.68	b	b	

Context: 2
X	y1	y3	y7	y9	y17	y19	
x32	3.74	3.74	3.74	3.74	b	b	
x46	3.74	3.74	3.74	3.74	b	b	
x63	3.74	3.74	3.74	3.74	b	b	
x65	3.74	3.74	3.74	3.74	b	b	
x67	3.74	3.74	3.74	3.74	b	b	
x87	3.74	3.74	3.74	3.74	b	b	
x89	3.74	3.74	3.74	3.74	b	b	
x101	3.74	3.74	3.74	3.74	b	b	
x106	3.74	3.74	3.74	3.74	b	b	
x114	3.74	3.74	3.74	3.74	b	b	
x121	3.74	3.74	3.74	3.74	b	b	
x122	3.74	3.74	3.74	3.74	b	b	
x132	3.74	3.74	3.74	3.74	b	b	
x136	3.74	3.74	3.74	3.74	b	b	
x148	3.74	3.74	3.74	3.74	b	b	
x183	3.74	3.74	3.74	3.74	b	b	
x189	3.74	3.74	3.74	3.74	b	b	
x193	3.74	3.74	3.74	3.74	b	b	
x194	3.74	3.74	3.74	3.74	b	b	
x206	3.74	3.74	3.74	3.74	b	b	
x212	3.74	3.74	3.74	3.74	b	b	
x239	3.74	3.74	3.74	3.74	b	b	
x255	3.74	3.74	3.74	3.74	b	b	
x257	3.74	3.74	3.74	3.74	b	b	
x263	3.74	3.74	3.74	3.74	b	b	
x271	3.74	3.74	3.74	3.74	b	b	
x278	3.74	3.74	3.74	3.74	b	b	
x288	3.74	3.74	3.74	3.74	b	b	
x297	3.74	3.74	3.74	3.74	b	b	
x304	3.74	3.74	3.74	3.74	b	b	
x309	3.74	3.74	3.74	3.74	b	b	
x327	3.74	3.74	3.74	3.74	b	b	
x331	3.74	3.74	3.74	3.74	b	b	
x343	3.74	3.74	3.74	3.74	b	b	
x344	3.74	3.74	3.74	3.74	b	b	
x345	3.74	3.74	3.74	3.74	b	b	
x348	3.74	3.74	3.74	3.74	b	b	
x350	3.74	3.74	3.74	3.74	b	b	
x355	3.74	3.74	3.74	3.74	b	b	
x358	3.74	3.74	3.74	3.74	b	b	
x362	3.74	3.74	3.74	3.74	b	b	
x366	3.74	3.74	3.74	3.74	b	b	
x373	3.74	3.74	3.74	3.74	b	b	
x378	3.74	3.74	3.74	3.74	b	b	
x388	3.74	3.74	3.74	3.74	b	b	
x401	3.74	3.74	3.74	3.74	b	b	
x413	3.74	3.74	3.74	3.74	b	b	
x425	3.74	3.74	3.74	3.74	b	b	
x426	3.74	3.74	3.74	3.74	b	b	
x444	3.74	3.74	3.74	3.74	b	b	
x453	3.74	3.74	3.74	3.74	b	b	
x454	3.74	3.74	3.74	3.74	b	b	
x460	3.74	3.74	3.74	3.74	b	b	
x471	3.74	3.74	3.74	3.74	b	b	
x486	3.74	3.74	3.74	3.74	b	b	
x488	3.74	3.74	3.74	3.74	b	b	
x494	3.74	3.74	3.74	3.74	b	b	
x499	3.74	3.74	3.74	3.74	b	b	
x502	3.74	3.74	3.74	3.74	b	b	
x513	3.74	3.74	3.74	3.74	b	b	
x520	3.74	3.74	3.74	3.74	b	b	
x532	3.74	3.74	3.74	3.74	b	b	
x534	3.74	3.74	3.74	3.74	b	b	
x541	3.74	3.74	3.74	3.74	b	b	
x547	3.74	3.74	3.74	3.74	b	b	
x559	3.74	3.74	3.74	3.74	b	b	
x568	3.74	3.74	3.74	3.74	b	b	
x570	3.74	3.74	3.74	3.74	b	b	
x575	3.74	3.74	3.74	3.74	b	b	
x576	3.74	3.74	3.74	3.74	b	b	
x586	3.74	3.74	3.74	3.74	b	b	
x592	3.74	3.74	3.74	3.74	b	b	
x600	3.74	3.74	3.74	3.74	b	b	
x605	3.74	3.74	3.74	3.74	b	b	
x623	3.74	3.74	3.74	3.74	b	b	
x628	3.74	3.74	3.74	3.74	b	b	
x640	3.74	3.74	3.74	3.74	b	b	
x645	3.74	3.74	3.74	3.74	b	b	
x647	3.74	3.74	3.74	3.74	b	b	
x652	3.74	3.74	3.74	3.74	b	b	
x658	3.74	3.74	3.74	3.74	b	b	
x659	3.74	3.74	3.74	3.74	b	b	
x662	3.74	3.74	3.74	3.74	b	b	
x664	3.74	3.74	3.74	3.74	b	b	
x696	3.74	3.74	3.74	3.74	b	b	
x698	3.74	3.74	3.74	3.74	b	b	
x699	3.74	3.74	3.74	3.74	b	b	
x701	3.74	3.74	3.74	3.74	b	b	
x708	3.74	3.74	3.74	3.74	b	b	
x718	3.74	3.74	3.74	3.74	b	b	
x722	3.74	3.74	3.74	3.74	b	b	
x727	3.74	3.74	3.74	3.74	b	b	
x734	3.74	3.74	3.74	3.74	b	b	
x739	3.74	3.74	3.74	3.74	b	b	
x748	3.74	3.74	3.74	3.74	b	b	
x765	3.74	3.74	3.74	3.74	b	b	
x772	3.74	3.74	3.74	3.74	b	b	
x782	3.74	3.74	3.74	3.74	b	b	
x785	3.74	3.74	3.74	3.74	b	b	
x787	3.74	3.74	3.74	3.74	b	b	
x789	3.74	3.74	3.74	3.74	b	b	
x813	3.74	3.74	3.74	3.74	b	b	
x818	3.74	3.74	3.74	3.74	b	b	
x819	3.74	3.74	3.74	3.74	b	b	
x821	3.74	3.74	3.74	3.74	b	b	
x824	3.74	3.74	3.74	3.74	b	b	
x827	3.74	3.74	3.74	3.74	b	b	
x831	3.74	3.74	3.74	3.74	b	b	
x833	3.74	3.74	3.74	3.74	b	b	
x837	3.74	3.74	3.74	3.74	b	b	
x855	3.74	3.74	3.74	3.74	b	b	
x870	3.74	3.74	3.74	3.74	b	b	
x895	3.74	3.74	3.74	3.74	b	b	
x905	3.74	3.74	3.74	3.74	b	b	
x906	3.74	3.74	3.74	3.74	b	b	
x915	3.74	3.74	3.74	3.74	b	b	
x928	3.74	3.74	3.74	3.74	b	b	
x933	3.74	3.74	3.74	3.74	b	b	
x935	3.74	3.74	3.74	3.74	b	b	
x938	3.74	3.74	3.74	3.74	b	b	
x954	3.74	3.74	3.74	3.74	b	b	
x965	3.74	3.74	3.74	3.74	b	b	
x966	3.74	3.74	3.74	3.74	b	b	
x983	3.74	3.74	3.74	3.74	b	b	
x989	3.74	3.74	3.74	3.74	b	b	
x1002	3.74	3.74	3.74	3.74	b	b	
x1006	3.74	3.74	3.74	3.74	b	b	
x1016	3.74	3.74	3.74	3.74	b	b	
x1036	3.74	3.74	3.74	3.74	b	b	
x1048	3.74	3.74	3.74	3.74	b	b	
x1054	3.74	3.74	3.74	3.74	b	b	
x1058	3.74	3.74	3.74	3.74	b	b	
x1060	3.74	3.74	3.74	3.74	b	b	
x1062	3.74	3.74	3.74	3.74	b	b	
x1076	3.74	3.74	3.74	3.74	b	b	
x1078	3.74	3.74	3.74	3.74	b	b	
x1079	3.74	3.74	3.74	3.74	b	b	
x1088	3.74	3.74	3.74	3.74	b	b	
x1089	3.74	3.74	3.74	3.74	b	b	
x1110	3.74	3.74	3.74	3.74	b	b	
x1111	3.74	3.74	3.74	3.74	b	b	
x1125	3.74	3.74	3.74	3.74	b	b	
x1128	3.74	3.74	3.74	3.74	b	b	
x1130	3.74	3.74	3.74	3.74	b	b	
x1132	3.74	3.74	3.74	3.74	b	b	
x1139	3.74	3.74	3.74	3.74	b	b	
x1142	3.74	3.74	3.74	3.74	b	b	
x1149	3.74	3.74	3.74	3.74	b	b	
x1153	3.74	3.74	3.74	3.74	b	b	
x1157	3.74	3.74	3.74	3.74	b	b	
x1158	3.74	3.74	3.74	3.74	b	b	
x1165	3.74	3.74	3.74	3.74	b	b	
x1178	3.74	3.74	3.74	3.74	b	b	
x1190	3.74	3.74	3.74	3.74	b	b	
x1194	3.74	3.74	3.74	3.74	b	b	
x1196	3.74	3.74	3.74	3.74	b	b	
x1204	3.74	3.74	3.74	3.74	b	b	
x1208	3.74	3.74	3.74	3.74	b	b	
x1210	3.74	3.74	3.74	3.74	b	b	
x1216	3.74	3.74	3.74	3.74	b	b	
x1225	3.74	3.74	3.74	3.74	b	b	
x1253	3.74	3.74	3.74	3.74	b	b	
x1279	3.74	3.74	3.74	3.74	b	b	
x1286	3.74	3.74	3.74	3.74	b	b	
x1310	3.74	3.74	3.74	3.74	b	b	
x1314	3.74	3.74	3.74	3.74	b	b	
x1317	3.74	3.74	3.74	3.74	b	b	
x1320	3.74	3.74	3.74	3.74	b	b	
x1321	3.74	3.74	3.74	3.74	b	b	
x1326	3.74	3.74	3.74	3.74	b	b	
x1334	3.74	3.74	3.74	3.74	b	b	
x1339	3.74	3.74	3.74	3.74	b	b	
x1349	3.74	3.74	3.74	3.74	b	b	
x1355	3.74	3.74	3.74	3.74	b	b	
x1357	3.74	3.74	3.74	3.74	b	b	
x1361	3.74	3.74	3.74	3.74	b	b	
x1367	3.74	3.74	3.74	3.74	b	b	
x1370	3.74	3.74	3.74	3.74	b	b	
x1376	3.74	3.74	3.74	3.74	b	b	
x1379	3.74	3.74	3.74	3.74	b	b	
x1381	3.74	3.74	3.74	3.74	b	b	
x1386	3.74	3.74	3.74	3.74	b	b	
x1391	3.74	3.74	3.74	3.74	b	b	
x1399	3.74	3.74	3.74	3.74	b	b	
x1400	3.74	3.74	3.74	3.74	b	b	
x1404	3.74	3.74	3.74	3.74	b	b	
x1408	3.74	3.74	3.74	3.74	b	b	
x1419	3.74	3.74	3.74	3.74	b	b	
x1422	3.74	3.74	3.74	3.74	b	b	
x1433	3.74	3.74	3.74	3.74	b	b	
x1436	3.74	3.74	3.74	3.74	b	b	
x1443	3.74	3.74	3.74	3.74	b	b	
x1447	3.74	3.74	3.74	3.74	b	b	
x1458	3.74	3.74	3.74	3.74	b	b	
x1461	3.74	3.74	3.74	3.74	b	b	
x1465	3.74	3.74	3.74	3.74	b	b	
x1467	3.74	3.74	3.74	3.74	b	b	
x1473	3.74	3.74	3.74	3.74	b	b	
x1477	3.74	3.74	3.74	3.74	b	b	
x1478	3.74	3.74	3.74	3.74	b	b	
x1480	3.74	3.74	3.74	3.74	b	b	
x1482	3.74	3.74	3.74	3.74	b	b	
x1484	3.74	3.74	3.74	3.74	b	b	
x1490	3.74	3.74	3.74	3.74	b	b	
x1493	3.74	3.74	3.74	3.74	b	b	
x1496	3.74	3.74	3.74	3.74	b	b	

Tricluster #4
(195, 7, 2), X=[12,26,28,31,37,41,48,51,56,60,69,73,83,90,105,108,109,165,168,173,182,190,204,205,209,211,216,217,226,229,231,234,237,242,254,261,266,268,279,290,310,311,326,332,347,363,371,375,380,383,403,412,424,428,446,457,458,462,467,470,476,478,479,485,487,489,491,493,497,506,512,533,535,536,548,554,595,597,607,616,617,633,635,641,646,656,670,671,682,695,709,726,742,752,770,774,795,799,803,805,812,817,825,832,836,852,857,872,880,887,900,911,913,914,926,930,936,951,952,956,959,968,972,978,980,986,995,998,999,1011,1015,1021,1032,1038,1051,1056,1059,1065,1069,1072,1073,1074,1095,1100,1102,1106,1113,1121,1154,1162,1171,1189,1202,1205,1218,1227,1231,1232,1240,1245,1251,1254,1256,1257,1269,1273,1282,1291,1293,1295,1298,1307,1313,1318,1328,1330,1342,1343,1354,1356,1373,1392,1397,1403,1405,1416,1423,1437,1438,1440,1448,1454,1463,1469,1492], Numeric Columns=[2,8,9], Symbolic Columns=[15,16,17,18], Z=[0,1],
Numeric Properties:  RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y2	y8	y9	y15	y16	y17	y18	
x12	4.6	8.32	9.2	a	b	a	b	
x26	4.6	8.32	9.2	a	b	a	b	
x28	4.6	8.32	9.2	a	b	a	b	
x31	4.6	8.32	9.2	a	b	a	b	
x37	4.6	8.32	9.2	a	b	a	b	
x41	4.6	8.32	9.2	a	b	a	b	
x48	4.6	8.32	9.2	a	b	a	b	
x51	4.6	8.32	9.2	a	b	a	b	
x56	4.6	8.32	9.2	a	b	a	b	
x60	4.6	8.32	9.2	a	b	a	b	
x69	4.6	8.32	9.2	a	b	a	b	
x73	4.6	8.32	9.2	a	b	a	b	
x83	4.6	8.32	9.2	a	b	a	b	
x90	4.6	8.32	9.2	a	b	a	b	
x105	4.6	8.32	9.2	a	b	a	b	
x108	4.6	8.32	9.2	a	b	a	b	
x109	4.6	8.32	9.2	a	b	a	b	
x165	4.6	8.32	9.2	a	b	a	b	
x168	4.6	8.32	9.2	a	b	a	b	
